time_period,time_identifier,geographic_level,country_code,country_name,version,establishment_type_group,breakdown_topic,breakdown,ks2_scaled_score_group,subject,qualification_type,num_11,num_21,num_22,num_32,num_33,num_43,num_44,num_54,num_55,num_65,num_66,num_76,num_77,num_87,num_88,num_98,num_99,num_u,num_x,num_covid_impacted,all_grades,perc_11,perc_21,perc_22,perc_32,perc_33,perc_43,perc_44,perc_54,perc_55,perc_65,perc_66,perc_76,perc_77,perc_87,perc_88,perc_98,perc_99,perc_u,perc_x,perc_covid_impacted
202324,Academic year,National,E92000001,England,Revised,All state-funded,Disadvantage,Disadvantaged,Total,Combined Science,GCSE,5775,7986,10464,13330,15024,15536,12084,10970,10595,4451,4046,3101,1952,1348,908,561,500,6001,2541,0,127173,4.5,6.3,8.2,10.5,11.8,12.2,9.5,8.6,8.3,3.5,3.2,2.4,1.5,1.1,0.7,0.4,0.4,4.7,2,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,Disadvantage,Disadvantaged,Less than 80,Combined Science,GCSE,340,327,263,209,132,77,48,43,38,14,9,6,3,1,1,1,0,369,65,0,1946,17.5,16.8,13.5,10.7,6.8,4,2.5,2.2,2,0.7,0.5,0.3,0.2,0.1,0.1,0.1,0,19,3.3,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,Disadvantage,Disadvantaged,80 - 89.5,Combined Science,GCSE,1392,1679,1520,1112,658,347,134,86,62,11,19,6,2,3,2,0,1,1251,332,0,8617,16.2,19.5,17.6,12.9,7.6,4,1.6,1,0.7,0.1,0.2,0.1,0,0,0,0,0,14.5,3.9,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,Disadvantage,Disadvantaged,90 - 95.5,Combined Science,GCSE,1306,1870,2490,2654,2155,1463,701,392,248,46,57,25,17,15,5,1,0,1048,453,0,14946,8.7,12.5,16.7,17.8,14.4,9.8,4.7,2.6,1.7,0.3,0.4,0.2,0.1,0.1,0,0,0,7,3,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,Disadvantage,Disadvantaged,96 - 99.5,Combined Science,GCSE,868,1280,2087,2822,3011,2517,1427,1028,723,197,130,90,47,25,21,10,2,806,415,0,17506,5,7.3,11.9,16.1,17.2,14.4,8.2,5.9,4.1,1.1,0.7,0.5,0.3,0.1,0.1,0.1,0,4.6,2.4,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,Disadvantage,Disadvantaged,100 - 102,Combined Science,GCSE,465,789,1297,2043,2533,2668,1806,1455,1187,337,263,165,80,47,21,9,6,520,305,0,15996,2.9,4.9,8.1,12.8,15.8,16.7,11.3,9.1,7.4,2.1,1.6,1,0.5,0.3,0.1,0.1,0,3.3,1.9,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,Disadvantage,Disadvantaged,102.5 - 104.5,Combined Science,GCSE,352,641,1038,1784,2579,3044,2499,2103,1935,696,575,351,222,114,52,30,24,534,325,0,18898,1.9,3.4,5.5,9.4,13.6,16.1,13.2,11.1,10.2,3.7,3,1.9,1.2,0.6,0.3,0.2,0.1,2.8,1.7,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,Disadvantage,Disadvantaged,105 - 107,Combined Science,GCSE,247,396,640,1130,1807,2456,2348,2319,2266,995,768,572,325,195,111,76,27,375,236,0,17289,1.4,2.3,3.7,6.5,10.5,14.2,13.6,13.4,13.1,5.8,4.4,3.3,1.9,1.1,0.6,0.4,0.2,2.2,1.4,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,Disadvantage,Disadvantaged,107.5 - 109.5,Combined Science,GCSE,124,162,281,509,882,1392,1495,1657,1806,942,836,712,424,277,172,89,72,203,136,0,12171,1,1.3,2.3,4.2,7.2,11.4,12.3,13.6,14.8,7.7,6.9,5.8,3.5,2.3,1.4,0.7,0.6,1.7,1.1,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,Disadvantage,Disadvantaged,110 - 113,Combined Science,GCSE,58,66,123,229,396,671,823,1049,1280,736,808,678,465,356,261,148,118,119,83,0,8467,0.7,0.8,1.5,2.7,4.7,7.9,9.7,12.4,15.1,8.7,9.5,8,5.5,4.2,3.1,1.7,1.4,1.4,1,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,Disadvantage,Disadvantaged,113.5 - 116.5,Combined Science,GCSE,7,15,21,37,46,124,183,240,358,242,296,237,194,176,146,114,125,29,18,0,2608,0.3,0.6,0.8,1.4,1.8,4.8,7,9.2,13.7,9.3,11.3,9.1,7.4,6.7,5.6,4.4,4.8,1.1,0.7,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,Disadvantage,Disadvantaged,117 - 120,Combined Science,GCSE,0,0,0,4,6,5,14,32,41,26,30,51,28,25,38,22,68,3,2,0,395,0,0,0,1,1.5,1.3,3.5,8.1,10.4,6.6,7.6,12.9,7.1,6.3,9.6,5.6,17.2,0.8,0.5,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,Disadvantage,Disadvantaged,No scaled score,Combined Science,GCSE,616,761,704,797,819,772,606,566,651,209,255,208,145,114,78,61,57,744,171,0,8334,7.4,9.1,8.4,9.6,9.8,9.3,7.3,6.8,7.8,2.5,3.1,2.5,1.7,1.4,0.9,0.7,0.7,8.9,2.1,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,Disadvantage,Disadvantaged all other,Total,Combined Science,GCSE,5091,8182,13003,20201,28348,36743,34202,36734,40247,19931,18991,15455,10316,7630,5803,3737,4096,4936,1536,0,315182,1.6,2.6,4.1,6.4,9,11.7,10.9,11.7,12.8,6.3,6,4.9,3.3,2.4,1.8,1.2,1.3,1.6,0.5,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,Disadvantage,Disadvantaged all other,Less than 80,Combined Science,GCSE,329,348,304,232,177,143,75,59,46,15,14,12,7,4,1,2,4,234,34,0,2040,16.1,17.1,14.9,11.4,8.7,7,3.7,2.9,2.3,0.7,0.7,0.6,0.3,0.2,0,0.1,0.2,11.5,1.7,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,Disadvantage,Disadvantaged all other,80 - 89.5,Combined Science,GCSE,1184,1699,1840,1591,1073,588,301,130,111,25,10,7,6,3,0,1,0,725,115,0,9409,12.6,18.1,19.6,16.9,11.4,6.2,3.2,1.4,1.2,0.3,0.1,0.1,0.1,0,0,0,0,7.7,1.2,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,Disadvantage,Disadvantaged all other,90 - 95.5,Combined Science,GCSE,1115,1963,3162,4129,4080,3064,1544,997,730,133,112,56,24,20,15,5,2,688,186,0,22025,5.1,8.9,14.4,18.7,18.5,13.9,7,4.5,3.3,0.6,0.5,0.3,0.1,0.1,0.1,0,0,3.1,0.8,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,Disadvantage,Disadvantaged all other,96 - 99.5,Combined Science,GCSE,744,1353,2520,4545,6097,6365,4116,3141,2437,602,429,305,126,77,50,17,13,592,254,0,33783,2.2,4,7.5,13.5,18,18.8,12.2,9.3,7.2,1.8,1.3,0.9,0.4,0.2,0.1,0.1,0,1.8,0.8,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,Disadvantage,Disadvantaged all other,100 - 102,Combined Science,GCSE,394,737,1549,3105,5043,6676,5438,4809,4229,1303,970,601,321,175,88,42,25,449,186,0,36140,1.1,2,4.3,8.6,14,18.5,15,13.3,11.7,3.6,2.7,1.7,0.9,0.5,0.2,0.1,0.1,1.2,0.5,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,Disadvantage,Disadvantaged all other,102.5 - 104.5,Combined Science,GCSE,300,608,1204,2587,4748,7395,7305,7481,7378,2798,2286,1488,802,467,273,145,77,504,195,0,48041,0.6,1.3,2.5,5.4,9.9,15.4,15.2,15.6,15.4,5.8,4.8,3.1,1.7,1,0.6,0.3,0.2,1,0.4,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,Disadvantage,Disadvantaged all other,105 - 107,Combined Science,GCSE,206,348,770,1540,3200,5764,6817,8022,9013,4324,3764,2706,1676,1009,629,309,204,450,188,0,50939,0.4,0.7,1.5,3,6.3,11.3,13.4,15.7,17.7,8.5,7.4,5.3,3.3,2,1.2,0.6,0.4,0.9,0.4,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,Disadvantage,Disadvantaged all other,107.5 - 109.5,Combined Science,GCSE,87,149,310,688,1449,3081,4194,5808,7440,4527,4342,3531,2190,1487,1070,572,435,291,115,0,41766,0.2,0.4,0.7,1.6,3.5,7.4,10,13.9,17.8,10.8,10.4,8.5,5.2,3.6,2.6,1.4,1,0.7,0.3,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,Disadvantage,Disadvantaged all other,110 - 113,Combined Science,GCSE,41,66,128,294,610,1443,2235,3625,5166,3852,4252,3904,2771,2254,1728,1104,1039,194,94,0,34800,0.1,0.2,0.4,0.8,1.8,4.1,6.4,10.4,14.8,11.1,12.2,11.2,8,6.5,5,3.2,3,0.6,0.3,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,Disadvantage,Disadvantaged all other,113.5 - 116.5,Combined Science,GCSE,1,5,17,46,103,212,393,770,1280,1190,1515,1594,1396,1280,1163,913,1316,35,30,0,13259,0,0,0.1,0.3,0.8,1.6,3,5.8,9.7,9,11.4,12,10.5,9.7,8.8,6.9,9.9,0.3,0.2,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,Disadvantage,Disadvantaged all other,117 - 120,Combined Science,GCSE,1,1,1,3,6,18,40,71,118,151,187,242,228,232,302,266,523,7,6,0,2403,0,0,0,0.1,0.2,0.7,1.7,3,4.9,6.3,7.8,10.1,9.5,9.7,12.6,11.1,21.8,0.3,0.2,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,Disadvantage,Disadvantaged all other,No scaled score,Combined Science,GCSE,689,905,1198,1441,1762,1994,1744,1821,2299,1011,1110,1009,769,622,484,361,458,767,133,0,20577,3.3,4.4,5.8,7,8.6,9.7,8.5,8.8,11.2,4.9,5.4,4.9,3.7,3,2.4,1.8,2.2,3.7,0.6,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,First language,English,Total,Combined Science,GCSE,8528,12776,18884,27439,35737,43308,38218,39375,41696,19341,17958,14325,9254,6752,4960,3140,3387,7990,3589,0,356657,2.4,3.6,5.3,7.7,10,12.1,10.7,11,11.7,5.4,5,4,2.6,1.9,1.4,0.9,0.9,2.2,1,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,First language,English,Less than 80,Combined Science,GCSE,471,445,350,274,151,108,54,26,21,4,2,6,1,0,0,0,1,348,80,0,2342,20.1,19,14.9,11.7,6.4,4.6,2.3,1.1,0.9,0.2,0.1,0.3,0,0,0,0,0,14.9,3.4,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,First language,English,80 - 89.5,Combined Science,GCSE,2114,2708,2657,2047,1252,623,272,113,94,14,7,4,4,1,2,1,0,1557,390,0,13860,15.3,19.5,19.2,14.8,9,4.5,2,0.8,0.7,0.1,0.1,0,0,0,0,0,0,11.2,2.8,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,First language,English,90 - 95.5,Combined Science,GCSE,2127,3301,4787,5669,5047,3478,1644,957,642,81,69,24,15,10,5,1,1,1443,585,0,29886,7.1,11,16,19,16.9,11.6,5.5,3.2,2.1,0.3,0.2,0.1,0.1,0,0,0,0,4.8,2,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,First language,English,96 - 99.5,Combined Science,GCSE,1441,2326,4011,6419,7793,7387,4458,3209,2350,490,344,223,91,51,37,8,9,1211,621,0,42479,3.4,5.5,9.4,15.1,18.3,17.4,10.5,7.6,5.5,1.2,0.8,0.5,0.2,0.1,0.1,0,0,2.9,1.5,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,First language,English,100 - 102,Combined Science,GCSE,768,1357,2502,4512,6592,8083,6112,5146,4343,1137,824,505,254,142,69,31,13,821,457,0,43668,1.8,3.1,5.7,10.3,15.1,18.5,14,11.8,9.9,2.6,1.9,1.2,0.6,0.3,0.2,0.1,0,1.9,1,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,First language,English,102.5 - 104.5,Combined Science,GCSE,583,1128,2009,3857,6460,9090,8409,8164,7827,2710,2124,1290,696,383,197,105,72,881,481,0,56466,1,2,3.6,6.8,11.4,16.1,14.9,14.5,13.9,4.8,3.8,2.3,1.2,0.7,0.3,0.2,0.1,1.6,0.9,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,First language,English,105 - 107,Combined Science,GCSE,410,668,1254,2349,4464,7286,8001,8974,9737,4295,3618,2562,1482,866,539,279,167,686,390,0,58027,0.7,1.2,2.2,4,7.7,12.6,13.8,15.5,16.8,7.4,6.2,4.4,2.6,1.5,0.9,0.5,0.3,1.2,0.7,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,First language,English,107.5 - 109.5,Combined Science,GCSE,190,279,527,1070,2103,3992,5037,6617,8092,4640,4275,3472,2092,1373,912,493,349,418,231,0,46162,0.4,0.6,1.1,2.3,4.6,8.6,10.9,14.3,17.5,10.1,9.3,7.5,4.5,3,2,1.1,0.8,0.9,0.5,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,First language,English,110 - 113,Combined Science,GCSE,90,119,222,466,897,1901,2736,4187,5772,3990,4361,3889,2700,2136,1597,991,899,272,166,0,37391,0.2,0.3,0.6,1.2,2.4,5.1,7.3,11.2,15.4,10.7,11.7,10.4,7.2,5.7,4.3,2.7,2.4,0.7,0.4,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,First language,English,113.5 - 116.5,Combined Science,GCSE,7,18,35,72,132,297,510,904,1477,1260,1567,1582,1336,1242,1088,828,1191,55,46,0,13647,0.1,0.1,0.3,0.5,1,2.2,3.7,6.6,10.8,9.2,11.5,11.6,9.8,9.1,8,6.1,8.7,0.4,0.3,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,First language,English,117 - 120,Combined Science,GCSE,1,1,1,7,9,19,46,87,143,155,188,253,220,218,279,245,492,9,7,0,2380,0,0,0,0.3,0.4,0.8,1.9,3.7,6,6.5,7.9,10.6,9.2,9.2,11.7,10.3,20.7,0.4,0.3,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,First language,English,No scaled score,Combined Science,GCSE,326,426,529,697,837,1044,939,991,1198,565,579,515,363,330,235,158,193,289,135,0,10349,3.2,4.1,5.1,6.7,8.1,10.1,9.1,9.6,11.6,5.5,5.6,5,3.5,3.2,2.3,1.5,1.9,2.8,1.3,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,First language,Other than English,Total,Combined Science,GCSE,2223,3232,4374,5846,7309,8620,7779,8058,8869,4901,4942,4134,2936,2182,1713,1128,1192,2816,436,0,82690,2.7,3.9,5.3,7.1,8.8,10.4,9.4,9.7,10.7,5.9,6,5,3.6,2.6,2.1,1.4,1.4,3.4,0.5,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,First language,Other than English,Less than 80,Combined Science,GCSE,196,224,214,164,157,110,67,76,63,25,21,12,9,5,2,3,3,254,19,0,1624,12.1,13.8,13.2,10.1,9.7,6.8,4.1,4.7,3.9,1.5,1.3,0.7,0.6,0.3,0.1,0.2,0.2,15.6,1.2,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,First language,Other than English,80 - 89.5,Combined Science,GCSE,441,651,677,638,470,303,156,101,78,22,22,9,4,5,0,0,1,407,52,0,4037,10.9,16.1,16.8,15.8,11.6,7.5,3.9,2.5,1.9,0.5,0.5,0.2,0.1,0.1,0,0,0,10.1,1.3,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,First language,Other than English,90 - 95.5,Combined Science,GCSE,278,506,827,1071,1146,1026,593,427,329,97,98,56,26,25,15,5,1,263,51,0,6840,4.1,7.4,12.1,15.7,16.8,15,8.7,6.2,4.8,1.4,1.4,0.8,0.4,0.4,0.2,0.1,0,3.8,0.7,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,First language,Other than English,96 - 99.5,Combined Science,GCSE,152,276,560,913,1259,1454,1059,941,798,304,211,168,82,51,34,19,6,171,37,0,8495,1.8,3.2,6.6,10.7,14.8,17.1,12.5,11.1,9.4,3.6,2.5,2,1,0.6,0.4,0.2,0.1,2,0.4,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,First language,Other than English,100 - 102,Combined Science,GCSE,78,150,320,603,941,1202,1092,1093,1041,491,400,259,146,79,39,20,18,141,22,0,8135,1,1.8,3.9,7.4,11.6,14.8,13.4,13.4,12.8,6,4.9,3.2,1.8,1,0.5,0.2,0.2,1.7,0.3,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,First language,Other than English,102.5 - 104.5,Combined Science,GCSE,57,103,217,474,811,1291,1354,1369,1444,771,728,541,323,197,128,68,28,143,33,0,10080,0.6,1,2.2,4.7,8,12.8,13.4,13.6,14.3,7.6,7.2,5.4,3.2,2,1.3,0.7,0.3,1.4,0.3,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,First language,Other than English,105 - 107,Combined Science,GCSE,36,65,136,295,506,871,1109,1306,1489,996,897,698,508,331,197,102,64,127,29,0,9762,0.4,0.7,1.4,3,5.2,8.9,11.4,13.4,15.3,10.2,9.2,7.2,5.2,3.4,2,1,0.7,1.3,0.3,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,First language,Other than English,107.5 - 109.5,Combined Science,GCSE,18,26,56,118,209,445,616,816,1107,804,869,752,511,385,322,167,157,70,18,0,7466,0.2,0.3,0.8,1.6,2.8,6,8.3,10.9,14.8,10.8,11.6,10.1,6.8,5.2,4.3,2.2,2.1,0.9,0.2,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,First language,Other than English,110 - 113,Combined Science,GCSE,8,11,24,51,98,199,307,465,654,576,672,673,518,468,388,256,256,37,10,0,5671,0.1,0.2,0.4,0.9,1.7,3.5,5.4,8.2,11.5,10.2,11.8,11.9,9.1,8.3,6.8,4.5,4.5,0.7,0.2,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,First language,Other than English,113.5 - 116.5,Combined Science,GCSE,1,2,3,9,13,36,62,96,155,163,240,245,244,207,218,191,249,9,2,0,2145,0,0.1,0.1,0.4,0.6,1.7,2.9,4.5,7.2,7.6,11.2,11.4,11.4,9.7,10.2,8.9,11.6,0.4,0.1,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,First language,Other than English,117 - 120,Combined Science,GCSE,0,0,0,0,3,4,8,15,15,22,29,39,36,38,60,43,98,1,1,0,412,0,0,0,0,0.7,1,1.9,3.6,3.6,5.3,7,9.5,8.7,9.2,14.6,10.4,23.8,0.2,0.2,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,First language,Other than English,No scaled score,Combined Science,GCSE,958,1218,1340,1510,1696,1679,1356,1353,1696,630,755,682,529,391,310,254,311,1193,162,0,18023,5.3,6.8,7.4,8.4,9.4,9.3,7.5,7.5,9.4,3.5,4.2,3.8,2.9,2.2,1.7,1.4,1.7,6.6,0.9,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,SEN status,Any SEN,Total,Combined Science,GCSE,4767,6568,7890,8962,8847,8463,6284,5438,5453,1899,1704,1216,834,595,397,275,272,3972,1749,0,75585,6.3,8.7,10.4,11.9,11.7,11.2,8.3,7.2,7.2,2.5,2.3,1.6,1.1,0.8,0.5,0.4,0.4,5.3,2.3,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,SEN status,Any SEN,Less than 80,Combined Science,GCSE,561,557,424,321,192,133,61,29,27,6,2,3,0,1,1,1,1,465,84,0,2869,19.6,19.4,14.8,11.2,6.7,4.6,2.1,1,0.9,0.2,0.1,0.1,0,0,0,0,0,16.2,2.9,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,SEN status,Any SEN,80 - 89.5,Combined Science,GCSE,1718,2208,2071,1670,1030,554,244,115,94,12,11,3,4,1,0,1,1,1285,301,0,11323,15.2,19.5,18.3,14.7,9.1,4.9,2.2,1,0.8,0.1,0.1,0,0,0,0,0,0,11.3,2.7,0
202324,Academic year,National,E92000001,England,Revised,All state-funded,SEN status,Any SEN,90 - 95.5,Combined Science,GCSE,1043,1739,2251,2492,2192,1529,773,473,349,39,41,16,14,7,4,1,0,770,331,0,14064,7.4,12.4,16,17.7,15.6,10.9,5.5,3.4,2.5,0.3,0.3,0.1,0.1,0,0,0,0,5.5,2.4,0
